Example,Method,MSE
Example 6,OLS,86.97461246165899
Example 6,OLS,83.23161299884877
Example 6,OLS,85.23796808408069
Example 6,OLS,104.98164925782918
Example 6,OLS,75.59556010792686
Example 6,OLS,85.23299873021763
Example 6,OLS,95.74391909396914
Example 6,OLS,92.37163865493147
Example 6,OLS,90.0788155667123
Example 6,OLS,95.68194022680869
Example 6,OLS,100.49470741077278
Example 6,OLS,84.81341143381391
Example 6,OLS,78.93624337951651
Example 6,OLS,58.64753449947635
Example 6,OLS,93.72152324474482
Example 6,OLS,96.1740876486965
Example 6,OLS,90.75605520605622
Example 6,OLS,68.95812783034256
Example 6,OLS,83.73925763721536
Example 6,OLS,84.30388057931569
Example 6,OLS,85.03811735296405
Example 6,OLS,82.51552456323668
Example 6,OLS,92.18350099959608
Example 6,OLS,65.8223902008193
Example 6,OLS,79.30919664838727
Example 6,OLS,82.7594102448525
Example 6,OLS,104.70943176394175
Example 6,OLS,55.860730536977805
Example 6,OLS,96.72833025171907
Example 6,OLS,103.13886149472539
Example 6,OLS,88.39665003542746
Example 6,OLS,73.09757035950679
Example 6,OLS,105.03811200953214
Example 6,OLS,107.09712091230527
